Text,Types
i was on my morning walk. i was feeling sexually harassed by a man who was walking naked showing his private body part.he was walking side by side so ignoring him was not possible.,Indecent exposure
"Insufficient lights, feels unsafe while travelling in the evening.",Poor / No Street Lighting
why are Indian men such total creeps? Why does everyone stare so much? Feel so violated walking in Mumbai.,Ogling/Facial Expressions/Staring
"THE CITY OF JOY , has now turned out to be a horror spots even in area like jadavour, where the world famous jadavpur university is stalled up. To narrate an event, one from last year -A journalist and his fiancee were stalked and assaulted by a bike gang near Sulekha Bazar, around 1km from Jadavpur police station on Tuesday night.",Chain Snatching
"High Polluted City (KORBA, Chhattisgarh)",Others
Our city is very unsafe.,Rape / Sexual Assault
I stay in a good society called Regency Estate in Dombivli. One of the first townships in Dombivli east. But the approaching road has slums around. The bulbs of street lights are stolen and hence the approaching road is very dark.,Poor / No Street Lighting
I was standing outside my gym alone waiting for my driver to pick me up. He was late. By the time I was continously chased by  group of boys who stared at me till the time my driver came.,Catcalls/Whistles
Was sexually harrased by bunch of men when getting into the bus,Touching /Groping
"I was on the phone with a  friend and these two guys were walking beside me.As i hung up,one of the guys mocked my saying goodbye and asked for my number.This was very uncalled for.I was in a busy road,walking in the city centre if you were wondering where i was.",Commenting
"had to use this subway yesterday at 5pm, was walking with my son, it was very embarrassing, two older men, kind of beggars, made gestures and exposures.",Commenting
"Gangs of boys loitering outside the station and on platform, passing comments",Ogling/Facial Expressions/Staring
Being harassed with repeated indecent and insulting messages.,Commenting
A man in a crowdy place tried to touch my sister's body part.,Catcalls/Whistles
Two boys blocked my way while I was entering into the bus. They also teased me badly.,Catcalls/Whistles
"At a dinner meeting, my uncle called me to his room and touched me inappropriately, I fled from there.",Commenting
"The girl was going for her coaching,then some boys clicked her photograph and ran away by touching her private organ.",Taking pictures
I was sexually harassed by a man.,Catcalls/Whistles
Touched and harassed at dadar station.,Commenting
I was followed by 5 boys. They were teasing and following me even in the main streets.,Catcalls/Whistles
A man came near to me and touched in my breast inside a public bus.,Touching /Groping
"Very dim lighting on Churchgate station, plus dangling wires making it very dangerous.",Poor / No Street Lighting
A man felt me with his private parts from behind.,Commenting
A man came up to me and touched my breasts while i was drinking water and immediately walked off so that i could not see his face,Touching /Groping
Cheap comments and stalking in the evening at Nerul.,Commenting
"During my bus travels between Panvel and SIon in an ST bus, this guy was rubbing his penis on my hand (I was sitting). I was busy talking to my friend and it took me sometime to realise what was happening. I started shaking uncomfortably and then he went away.",Touching /Groping
"Was walking home alone from work today..and had a guy, who didn't look a day older than 14 years, wink at me lecherously and then say in what I'm sure he thought was his most-seductive voice, 'Kahaan ja rahi ho, chamiya?' I was shocked and offended, and also a bit amused that a just-post-pubescent boy had the nerve to be so blatantly jerk-like.",Commenting
A man tried to touch my breast and ass while I was standing in a pack bus.,Touching /Groping
"I was in a cafe with my younger sister. A group of boys were staring at me. Later, they actually tried to click a picture of me on their mobile cameras.",Taking pictures
Once a girl was spank in her butt while she was walking.She couldn't speak up and the guy smiled and walked away.,Touching /Groping
Truck driver touched or tried to sexual harrass me in Mira Road. Be we witness harassment almost everyday.,Catcalls/Whistles
It happened while I was travelling by train to Andheri. Few decent looking men were ogling at a college girl. After the interference of others including myself it was prevented,Ogling/Facial Expressions/Staring
"Travelling by bus from Peddar Road to St Xavier's college. Was sitting on the ladies' seat, crowded bus, a man was pushing himself onto me so much so that I could feel his sexual organ on my arm.",Touching /Groping
Was travelling on a train from Thane to Nerul when a guy started touching me. He tried to come to my intimate zone and he started touching my personal part. So then I tried to stop him and i left.,Touching /Groping
A drunken person very harsh comments on me and my friends .,Catcalls/Whistles
"While walking on the road, a man commented about the movement of a girl's body parts in too indecent a language to quote here.",Commenting
This has been reported by my friend's mother. She witnessed rowdy bikers making an attempt at snatching a woman's jewelry as she was taking her routine walk. The woman raised alarm and a few men came to her rescue. They tried to chase the bikers but they were out of sight right after. The woman was traumatized as she has been residing there for over a decade and had nowhere expected this. She will reporting this matter to the police.,Chain Snatching
"Eve teasing, commenting",Catcalls/Whistles
One man grabbed my breast badly in a packed bus and ran away from near to me.,Touching /Groping
"One of my friend who is a girl and working in cochin(kerala) is getting continuos calls from +918089417550. And he is talking sexually abusive words. But when I try to reach him from some other number, he is not picking my call. I don't know what to do. He is calling continuosly that he is not allowing her even to use her mobile for some other purpose. Please help.",Others
A man pulled a woman into my building and was touching her in wrong places,Touching /Groping
"This episode happened on my 20th birthday in December 2013, though I only found out about it later. My friends told me very little about it. We had gone clubbing to Royalty in Bandra West. While we were dancing, an older man, a foreigner, came up to one of my friends and felt her back. He then moved on to another friend and became very extremely touchy with her. My friend was clearly not comfortable with it. So the first friend went to the club’s bouncer and asked him to help.  He just said, “Till she pushes him away I can’t do anything.” My friend was shocked and asked him, “Even if he rapes her, you wouldn’t do anything?” The bouncer just shrugged his shoulders.",Touching /Groping
